zona,id_cluster,P0,P10,P20,P30,P40,Median,P60,P70,P80,P90,P100,mean,std,n_cliente
Norte,0,207344.66034766418,21495.575341754204,14430.548177525576,12465.51856687788,4351.103180440091,3278.348109421659,1565.474310900115,1380.34964786394,880.105441701842,451.52899549879015,28.023145264976957,18197.326033061367,46316.46544069112,30
Norte,1,68179.66460472696,12218.541298443548,9679.70020666256,5269.374656416589,3906.5876682027647,3268.1865650063364,2675.3064917633633,2132.559702476958,1717.116064516129,1201.6555865951611,106.55851335829493,6497.916174460986,10287.046289613945,55
Norte,2,3286588.079665127,845224.5542427333,422226.7436398214,133827.0346693325,50417.57676893583,20308.02501545507,13347.770564472803,8012.207439032482,4869.649223428917,2245.3573332440083,26.173982384792627,257054.60510440954,507201.11856274895,183
Norte,3,82038.46307257027,58556.54244250841,11068.797264609098,7342.708620650287,6676.727619790323,4495.689092711118,3904.900761633871,3585.653891265438,2838.5755047836396,1815.040192396311,248.94903225806453,14985.852298197899,24469.88069725239,20
Norte,4,5412.115887096774,5405.219489710599,5398.323092324425,4933.885836647811,4011.9077226807603,3089.92960871371,2816.608491034677,2543.287373355645,1996.8518790322576,1177.3020080645158,357.7521370967742,3332.2598682109447,2141.4596978231884,5
